Id;Review_text
485;Se ciñe muy bien al cuerpo. Talla exacta
486;Muy cómodas y flexibles y bonitos modelos
487;Es buena el producto y en un gran oferta de descuento que cuenta donde pude aprivechar
488;Nunca llegó mi pedido.. hasta ahora
489;No me dieron el modelo que pedí y encima estaba medio rayado el envase hice un reembolso. No pierdan su plata comprando esto.
490;Blazer de buen entalle y diseño.
491;Hermoso diseño me le encantó a mi hijo
492;El producto no valdría el precio que dicen antes de la oferta Accesorios tales como bisagras y brazo de soporte de baja calidad.
493;Es una talla súper grande. Pedí M y parece XL
494;Compré este producto hace una semana y aún no me llega y me dijeron que me llegaría el día de hoy viernes 9 y no ha llegado
495;Tienda me canceló el producto sin decirme los motivos
496;No me trajeron el color que había seleccionado
497;Excelente compra  buen precio y buen tamaño del minicomponente  se lo recomiendo.
498;Me encanta el producto muy práctico
499;El producto es muy bueno y práctico
500;Me llegó a tiempo el producto y la talla correcta.
501;No me llegó la talla que pedí pero las zapatillas ok
502;compre y me cancelaron todos los polos que pedí sin consultar ni nada me hicieron reembolso
503;A mi hijo le encantó su ropa de baño y sus zapatillas
504;Aunque no es 100% algodón el material es bueno y el diseño es similar a los que encuentro fuera del país.
505;me gusta el producto y por el precio por ello lo compre
506;ME GUSTARON MUCHO A MI HIJO LAS ZAPATILLAS DE FUTBOL. EXCELENTE PRECIO TAMBIEN.
507;Bonitos colores y buen material
508;La foto que promocionan en su pagina sobre el producto no es la misma envian (distintos colores). Llaman indicando que harán el cambio y sigo esperando que llamen o confirmen por correo el recojo.
509;Buen material y bonito tal como la descripción
510;Compré este producto la semana pasada y me llego en par de días excelente.
511;Compre dos blusas son frescas y de buena calidad pero deben comprar una talla menos de las que usa porque si son tallas grandes
512;Es ligero y muy práctico para mi me gusta
513;Ponen en venta un producto y luego me cancelan mi compra
514;Muy buena calidad el producto lo recomiendo
515;Se comunicarían conmigo para el reembolso y aún nada
516;Cómo puedo calificar un producto sin haberlo recibido
517;Producto confiable para hacer deporte
518;La fecha de entrega fue hoy y hasta el momento no llegan si yo programo una fecha es porque ese dia estaré en casa no cuando ustedes lo decidan
519;Compre hace unos días y me encanta el color y como queda en mi cama
520;Me puse solo un dia y se rompieron al rato
521;Totalmente  Insatisfecha con lo recibido.
522;No se parece en nada a la foto es recontra pequeño te llega a la rodilla pésimo producto para los 200 que te cobran? No me parece
523;El producto es bueno pero los cordones un poco apretados ya que son elásticos y no se pueden regular compraría el mismo modelo pero con cordones comunes.Estaban en buen precio y la compra llegó justo a tiempo
524;Compré a buen precio para una fecha especial
525;Cancelaron mi compra 2 veces y demoran el devolver el dinero
526;Compré este producto esta semana y llegó súper rápido
527;Buena bateria y gran pantalla lo compre hace 3 semanas
528;Pedí zapatillas talla 39 y me trajeron talla 38
529;Buen producto super cómodos es un modelo muy original
530;Se ve diferente por las fotos online
531;Van 2 semanas y aún no me entregan
532;Fue un obsequio para mi sobrina y quedó encantada
533;Tallas completas imagen igual al catálogo
534;Es un buen producto calidad- precio. No puedo quejarme.
535;Siempre escojo Skechers me gusta son livianas se adapta a tu necesidad tienes modelos y colores que combinan perfecto....para toda ocasión.
536;Lo vengo utilizando desde hace un par de meses y es muy bueno tanto para tonificar varios músculos del cuerpo como para liberar el estrès. Confiaba en estar haciendo una buena compra y no me ha decepcionado
537;El producto que compre cumple mis expectativas
538;S24 Ultra con IA excelente producto
539;funciona muy bien en la limpieza facial
540;calza perfecto comodo versatil y util
541;Mucha demora en la entrega de compras el cumpleaños del niño fue el 04 de febrero.
542;Debió estar para el 2 de febrero y aun no tengo noticias de mis sandalias
543;compre y estoy conforme el delivery es muy profesional y sus choferes muy amables
544;MAL SERVICIO ME CANCELARON MIS 4 PEDIDOS
545;La prenda se hace bolitas a la primera lavada.
546;Muy bonito esta todo ok si se facilita qué bello
547;Deben de poner de que material son las joyas
548;Pésimo tienen que tener cuidado con los pedidos en no confundir las tallas
549;Esta buena la tela pero su diseño un poco difícil de combinar por su diseño de color no uniforme.
550;el producto cubre mis expectativas calidad y acabados
551;Aunque la muñequita es pequeña a mi hija le gustó muchísimo es una muñeca de colección
552;Cancelan el pedido y siguen vendiendo en la web al mismo precio
553;Primero tengo que verlo para opinar
554;Lo compre hace unos días y esta genial!
555;El producto bien  lindo pero pedí que lo recogiera otra persona y dice que lo recoja yo y agregué el dni y nombre pero igual dice que lo recoja yo y no puedo
556;A mi en lo personal No me gusto el material..y la suela muy dura.
557;Lo compré hace unos días y es de buena calidad.
558;Me cancelaron la compra nunca me llamaron tuve que llamar preguntando el por qué y su respuesta solo fue decir no tengo stock cuando pudieron llamar para escoger otro color o no se.
559;Compre el producto y llego en perfecto estado
560;La talla me calza perfecto y el modelo es muy bonito.
561;ME TRAJERON OTRO PRODUCTO QUE NO COMPRE
562;PÉSIMA EXPERIENCIA HICE UN PEDIDO DOS VECES Y LAS DOS VECES LO CANCELARON.
563;Excelente Producto. Muy bueno para este calor
564;Me venden y facturan un producto sin stock u tengo q esperar 22 días para q me devuelvan mi plata
565;No me gustó ya que no lo uso por su calidad de volumen muy bajo
566;No me gusta mucho ya que demora en cargar todo
567;Me encanta esta compra que ice
568;Hola he pagado por servicio tecnico al comprar la TV y necesitamos que los instalen. me dicen que me orientaran por telefono cuando necesitamos que vayan a la casa y lo puedan instalar. Gracias
569;Visualmente romántico y fresco
570;No me dieron la talla que pedí me dieron una talla mayor
571;El producto vino sin caja y la segunda vez que llamé me indicaron que suelen hacer entregas sin caja para que los clientes puedan ver el producto y no le quite tiempo a los repartidores. Pésima experiencia de entrega de producto. Definitivamente me queda la duda que sea un producto nuevo.
572;Pésimo servicio de envío. Más si uno paga delivery. No hay un teléfono de Atención al Cliente. Ni WhatsApp.  Quieren que reclamo sea por FACEBOOK  yo no uso.  Son demasiados burocráticos para entregar o devolver. Aprendan de FALABELLA.  Terrible
573;Cocino en microondas  NO deben exponerse al cambio de temperatura brusca. Dejé enfriar después de cocinar en el microondas.  Plaza VEA y Oeshle  son LIMITADOS en las especificaciones técnicas.  Mucha  burocracia para recoger de tienda.  Muy mal.
574;Claro hay elípticas mucho más completas pero la E1130 no tiene nada que envidiar a pesar de lo económico del precio.
575;Es tal cual la foto me encanta los detalles que tiene
576;bonito diseño y buen material.
577;La talla no fue la correcta y no encuentro para cambiarlo
578;Compré el día domingo el producto
579;La oferta del limpiador estuvo muy bueno más de 30 soles de descuento.
580;Tal cual en las imágenes espaciosa no hace ruido. Hasta ahora muy buena compra.
581;La app es muy lenta deberían mejorar!!
582;Lo compre hace unos dias y me enviaron incluso un dia antes de lo indicado pero hay un detalle que observe en el equipo estos 2 dias de uso la bateria no dura tanto como deberia ser según caracteristicas dice 5000mAh.
583;Tengo el short negro y beige en talla XL pedí el azul y verde en la misma talla y las prendas están muy sueltas y largas si es la misma talla porque esta gran diferencia encima estoy tratando de solicitar en cambio por la app y el aplicativo no me lo permite ahora tendré que acercarme a la tienda osea esta compra online muy mal no sirve
584;En general cumple todo buena cámara y buen almacenamiento sonido estéreo
585;Compré mi honor el 27-02-2024 estoy descubriendo sus facilidades.
586;BUENA PERFORMANCE GRAN BRILLO DEL CALZADO
587;Funciona muy bien sus 3 velocidades y los modos que tiene funcionan como dice la descripción prácticamente no hace ruido y te puede ventilar casi todo un cuarto grande.
588;Llegó antes de lo notificado y mi hija muy contenta
589;contesta llamadas claramente tiene audifonos
590;Compre los audífonos puse un lugar y otra fecha de recojo y al momento de la compra pasó totalmente mal quiero cambiar el lugar de recojo y fecha y no hay forma de comunicarse con ustedes terrible todo
591;ESTÁ MEJORANDO CADA DIA MAS ESPERO NO ELEVEN LOS PRECIOS CÓMODOS
592;La bici no llega armada y  no tiene manual las llantas no están bien infladas es difícil el armado más para mi que no se ni de llaves pero la bici esta linda y muy buena calidad ya conocía la marca por eso la compre pero no sabi que llegaba desarmada
593;Yo no compre ni un polo palo rosa quiero la devolvieron de mi dinero
594;Los pasos en la compra fueron rápidos.  Rápida entrega.
595;Me encantó tal como en la foto
596;Buena calidad y simple implementación.
597;Compre 2 roperos y me llego 1  como es posible esto señoresAun esta pendiente mi otro ropero
598;Muy lindo gracias 👍 yayayayayayya
599;No sé cómo una marca grande como Oechsle trabaja con una empresa estafadora que entrega trabajos peligrosamente mal hecho y de pésima calidad.
600;soy muy exigente y..... solo compralo esta de ptm.
601;Debido a que no están cocidas las mangas suele hacerse un doblez despues de lavado
602;Están muy lindas y cómodas ..solo que más perlitas vienen sueltas y para que quede mejor ..hay que pegarlas cosa que no se mueven quedan muy lindas
603;Compré el producto y en la primera usada salió volando uno de los botones donde van los tirantes. Fui a realizar el cambio del producto y todo bien ahí. Use el producto nuevo que me entregaron en el cambio y otra vez salió volando un botón está vez el de la cintura . Pésimo que vendan productos de esa calidad
604;Compre el color negro con detalles blanco es precioso  se ve mejor en persona talla completa  buena tela  no trasluce  me encantó
605;Se despego en un par de dias y se descascaron
606;Si la presión de agua no es buena el proceso de lavado se corta y bota toda el agua y genera desperdicio de agua detergente etc.
607;Tiene buenos compartimientos. Los colores son adaptables a las paredes.
608;Compre el producto hace dos semanas y en la primera semana se empezó a descascarar
609;22222222222222222222222222222222222222222222222222222233333333333333333333333333333333111111111111111111111111111116666666666666666666666666555555555555555555555555555555544444444444444444444444444444444444444777777777777777777777777777777777777777777772222222222222222222222225555555555555555588888888
610;Compré esta laptop hace unas semanas y corre muy bien tiene un buen procesador y me llegó con los regalos súper útiles la verdad. Le doy un 10/10
611;Si no fuera por que el color es mas oscuro q la foto le daría 5 estrellas
612;Tardaron 2 meses en entregarme la mesa y las sillas son de pésima calidad.
613;Me alegra saber que son lindas
614;Es lo que queríaqueda lindo la tela no estira pedi una talla más y me quedo perfecto
615;Me encanta queda muy bonita solo q no es muy larga la pedí talla s si me quedo pero si le gusta más larga pedir una talla más
616;COMPRE EL PRUDCTO ESTE MES DE ESTE AÑO
617;Compre esta silla y la verdad es super duradera y ergonómica
618;Lo probare recien la proxima semana.
619;La comparación en precio con falabella Falabella es mejor en precio con tarjeta este mismo televisor sale 1999 y sin tarjeta 2099 sin embargo con ustedes con la tarjeta oh no tienes ningun beneficios voy a trata de anular la tarjeta una vez cancele mis consumos.
620;llegó hundido lleno de astillas el mecanismo del respaldar se siente completamente afuera terrible.
621;Muy bueno recomendado %100 Recomendado
622;por que anularon por el precio ??
623;Llego mas rápido de lo usual 2 días despues de haberlo pedido la fecha indicaba que me llegaria una semana despues (del 07/01/2024 al 15/01/2024) y lo mas impprtante llegó protegido y en buen estado.
624;No es el modelo de la foto (zorritos)  me llego otro modelo (conejitos)  sin embargo  me encanto todo: la muñeca  su ropa y zapatos  el conejito muy adorable . Me encanto todo  lo recomiendo
625;Lo compré hace un par de semanas y me encanta
626;Pasado 1 mes se manchan por cualquier cosa se nota en extremo el dobles del pie y cuando lo lleve a un experto para restauración me dijeron que el material es muy difícil de tratar y que no era posible. Es un buen calzado de inicio pero no está hecho para durar.
627;El polo es muy bonito. Lo usé una vez y se despintó en la zona de las axilas
628;Deberia haber refrigeradoras de mas capacidad en color blanco las grises ya pasaron de moda y ese color es horrible en cambio el blanco es sinonimo de limpieza.
629;Lo compre en tienda (era el único modelo y color en esa tienda) y me encantó.
630;El juego de comedor es tal cual la foto muy fácil de armar la mesa expandible queda hermosa.
631;La estructura de metal la hace muy firme no trae instrucciones de armado de mesa
632;Compré a modelarq esta mesa y 4 sillas me lo enviaron en pésimas condiciones la base con abolladuras por todos lados con manchas verdes sucio color no era el escogido pésimos acabados
633;No tiene un impulsador para que se pueda deslizar los carros
634;Aún no recibo el producto no tengo información de cuando llegará
635;El color es tal cual la imagen y además es muy cómodo
636;El color es exacto como en la foto y es muy cómodo
637;De muy buena calidad y es maciza.
638;El color es un beige no crema como se ve en la foto
639;Es de buena calidad y calidad de lapiz digital
640;Equipo altamente recomendable para mis trabajos de diseño gracias y me llego en perfectas condiciones y en tiempo indicado
641;Lo compre el sábado en la tienda del Jr. De la Unión huele bien pero se desaparece en menos de una hora. Se que es una EDP (agua de perfume) y por lo común debe durar entre 4 a 5 horas esta fragancia no dura ni una hora. Total decepción.
642;No hay cómo escoger la talla de este producto. Después de llamar infructuosamente al teléfono después de escribir inútilmente a su Messenger envié un correo electrónico y lo que me contestaron fue que tengo que borrar el historial porque la página está funcionando perfectamente. No solo he intentado en mi celular he intentado en una computadora y la situación es exactamente la misma. Cómo pueden decir que está perfecta si no brinda opciones de talla y sin eso la página no permite agregar el producto al carro.
643;me encantaaa lo amoo pero aun no lo tengooo
644;un buen producto muy recomendable y llego a la hora pactada
645;pedí en talla M porque es la que uso normalmente pero al probármelo me quedaba grande por unos 4 cm aprox pediré una talla menos
646;SON HORRIBLEMENTE incómodos. Apesar de ser confort son durísimo y calientan el pie rápido. Deberían ser denunciados por publicidad engañosa. Y EL COLMO: ese adorno que tiene que parece un moño choca contra el pie de tal forma que te deja rozaduras. Mi pie es súper delgado y ese moño malhecho apenas y deja entrar a mi pie.
647;Buen tamaño me tocó con diseño de acero de flores
648;Olvidaron poner la opción de tallas Que falla!!!!
649;Mandaron correo anulando el pedido por falta de stock
650;Compre este producto la talla y el color beige estan ok
651;ewdewewewewewewewewewewewewewewewew
652;No es como en la foto. No presenta algún relieve tipo wall panel es solo una puerta con un diseño así.
653;Compre este producto y es muy bueno
654;Cuando arme el árbol las ramas no llegaban hasta abajo no es igual que la foto no deben engañar así al cliente. No recomiendo comprar este producto. Revisen bien la marca cuando dice genérico no es de confiar.
655;ME CARGARON EL IMPORTE DEL PRODUCTO ME LLEGO UNA ENCUESTA PARA CALIFICAR EL PRODUCTO Y EL PRODUCTO NUNCA LLEGO
656;La mochila no cuenta con lo que dice la descripción es muy básico se sienten de pésima calidad y no parece que vaya a durar mucho
657;Publican productos sin inventario y con ofertas solo para jalar los clicks a la página.
658;3 dias y todavia esta en proceso de aprobacion no me confirman
659;Es del tamaño perfecto para una sala super pequeña y el armado fue lo mas facil los acabados son muy buenos la entrega eficiente sin duda una muy buena compra.
660;ESTA MARCA ES BUENA YA COMPRE VARIAS VECES  TANTO POLOS. CAMISAS Y POLARES
661;suave y bonito quedo  excelente  producto
662;Altamente recomendable muy estetico y muy potente para tus trabajos de ingenieria y arquitectura ya que cuenta con tarjeta de video dedicado rtx3050
663;aun la estoy probando luego avisare que me parece
664;Hace un tiempo  compre  el s9 plus a 2000 soles en oeschle puse mi reclamo  xq me habían dado accesorios  genéricos lo cambiaron  luego el celular no admitía carga  rápida  no se que le hicieron y lo arreglaron luego la pantalla se apagaba y prendía  que raro dije cuando lo lleve me dijeron  que se había vencido la garantía y no  cubría nada.  La tienda Perú smart debería decir  que el celular tiene defectos y que t va a durar 01 año sabiendo  eso no lo hubiera comprado.  Me sentí estafado
665;Muy bueno de alta fluidez y buena duracion.
666;Me encanto el producto y excelente funcionalidad
667;Recomendado es super fluido y pantalla amoled
668;Me encanto el producto entrega rápida!
669;Me encanto el producto Buena calidad!
670;Excelente producto! tal cual las imagenes.
671;Compré esta blusa online y al recibirla el producto es diferente al de la foto lo único que comparten es el color
672;rapido y excelente atencion en la tienda
673;Compre una talla 11 y una talla 9. Los vestidos tienen el mismo tamaño y son anchas.
674;Aunque diga Apple en el título y utilice la imagen de un Apple Pencil en la descripción de la marca ponen genérico o es un error de tipeo o están tratando de vender un producto de imitación como original
675;no sabía que Oeschle también vende piratería que verguenza
676;Herisso Alce Llama Perisoso Nutria
677;Los bolsillos se hacen hueco facilmente y no sirve para guardar cosas con respecto a la tela de la casaca si es aceptable
678;Es super bueno al bloquear el sonido externo el color es el plus que buscaba
679;Lo que compré no es lo que recibí ! La cabecera es cuadrada y alta no baja y alargada como en la foto!  Ósea yo quería algo diferente y lindo que decepción 😔
680;En el nombre del producto dice que es un celular de 8 gigas de ram pero en la descripción dice que es de 6 gigas de ram y eso es confuso a la hora de comprar
681;Son colchones súper cómodos se duerme súper bien y placentero
682;Elimina eficazmente la humedad en áreas medianas a grandes.
683;Elimina eficazmente la humedad en áreas medianas a grandes.
684;Contribuye al ahorro de energía durante la preparación de alimentos.
685;No requiere instalaciones complicadas y es fácil de operar.
686;Ideal para cocinas pequeñas o como adición práctica.
687;Se adapta bien a la decoración del hogar u oficina
688;Asegura un funcionamiento continuo incluso en ambientes fríos.
689;par las personas que tienen problemas de culumna
690;Ésta marca es súper cómodame encanta!
691;Están lindas quiero otro par más
692;uyyujyu7rj6uyjrutyrftrjrj6r6rj
693;Las tallas 42 x q no hay estok
694;Hace unas semanas compré 4 figuras de Pokémon aleatorios esperando que me toque los que se muestra en la promoción pero no me tocó ninguna  de la figuras promocionada.sería bueno promocionar todas las figuras que pueda tocarte en la compra y evitar estás molestias.
695;Primera vez espero que todo salga bien
696;He usado este producto por varios años y son muy recomendables
697;Compré el producto y se ve muy real en miniatura
698;Es un buen producto precio/calidad. Sobre todo porque cumple sus funciones
699;la compre a un bajo precio para lo que ofrecia esta maquina
700;Se les compra y pago a que envíen a casa y este vendedor no tiene stock ni siquiera te avisas al ver que no llega el producto tuve que llamar y dicen que la venta fue anulada por falta del producto. Entonces Oeschle permite que vendedores externos me estafen y mientan es problema es que para devolución del dinero a mi Tarjeta es como 25 días. Deberían sancionar at a este vendedor sres y Uds. son los responsables
701;recogí estos botines el sábado 11 en la imagen se ven mejor de lo que en realidad son como de mejor calidad sobre todo por el precio que es bastante alto y luego he visto en la web de MARIBU los mismos botines a S/.100.00 no sabía hubiese revisado antes sino los hubiera comprado por ahí Oeschle me está cobrando 150.00 más ademas me quedan un poco grandes.  Estas experiencias desaniman realizar compras online. Deberían tenerlos en exhibición en la tienda o en el mejor de los casos abrir sus propias zapaterías. Los botines me los compró mi hijo.
702;Compré éste producto y Amazon no acepta algunos Streaming como HBO PARAMOUNT.
703;Calidad precio 10/10. el smartwatch es top y me encanta su diseño.
704;Me encanta el diseño la pantalla es amoled y lo mejor de todo que se puede vincular tanto con mi android y iphone. Estoy satisfecho con mi compra
705;El smartwatch funciona muy bien cumple con todo lo que dice en su anuncio. Estoy satisfecho con mi compra
706;Compre este smartwatch hace 2 días y la verdad que me siento muy contento la pantalla es AMOLED y tiene capacidad de 4 GB y el diseño es bonito similar al Apple Watch.
707;Yo tengo el Motorola g 52 desde hace un año y vino presentando problemas desde la primera semana de uso puesto que no tiene un buen funcionamiento con el WhatsApp no carga bien imagenes no actualiza la ubicación en tiempo real tampoco buen sonido en las video llamadas y sus tipos de imagenes son con muy malas resolucion... con el tiempo se malogro el cargador y ahora no carga el celular con ningun tipo de cargador  . Segun mi experiencia NO RECOMIENDO comprar el modelo de Motorola g 52 pues por el valor: inversion-precio es muy bajo se malogra en menos de un año y el precio no vale la pena no justifica
708;lo compre en abril-23 y ya se esta despegando y no estan cómodo
709;son a prueba de agua  y viene en su empaque de metal  me gusta
710;La tela es muy buena el color tal cual tiro alto super elegante para oficina
711;llevo un año y es muy eficiente no ha molestado para nada
712;Empecé a utilizar el producto y sinceramente me gusto muchísimo lo deja super suave e hidratado el cabello
713;Los audífonos buenos pero el reloj que viene de regalo es un juguete no es nada a la de la imagen y no permiten escoger color o por lo menos alguna especificación del regalo
714;Siempre quise usar stilettos pero mis pies son algo anchos así que era algo difícil pero esta es una gran opción! Debido al corte interno mi pie de acomodo super bien. ME ENCANTÓ
715;Este juego de comedor es hermoso especialmente la mesa
716;Compré esta prenda con mucha espectatinxv loa después delmpromemrmlabado.perdionsu.foa ya
717;Compre este producto por Internet aprovechando el descuento y se demoró poco en llegar el único problema fue en escoger la talla pedí una 40 y me quedó algo grande iré a hacer cambio en la tienda pero fuera de eso todo ok. Vino con algunas marcas pero con un palito húmedo quedó completamente limpio.
718;me encanta el color pero me gustaria comprarlo con solo 4 sillas me informan por favr
719;Cómo se enciende la luz rgb :(
720;Compré el producto la semana pasada y todo ok
721;Tengan cuidado y fijanse que siempre su codigo de barras empiece con 880 y no con letraseste producto es falso no se dejen engañarse arruinaran la piel
722;Reparó mi cabello dejándolo suave e hidratado  además de venir en una presentación jumbo 🫶🏼 y ni que decir del precio . Es un excelente producto .
723;Desde que lo he probado he notado como mi cabello ha ido cambiando ya no está más reseco ahora se ve y se siente suave e hidratado .
724;En persona es mucho más bonita aun la recomiendo!! Le da vida a mi cocina.
725;El cyber wow aún no acaba :( yo quiero comprar pero no he tenido tiempo. Queria ir hoy al banco a sacar mi tarjeta oh pero ya subieron el precio :(
726;Producto de mucha  utilidad para la parrilla
727;Esperando respuesta si es en español o en inglés
728;El material es suave y la capucha es removible. La talla es completa.
729;Compre el producto hace una semana y tienen un buen rendimiento sonido imagen ok.
730;Compré el producto hace tiempo y a los 2dias de uso se rompió la suela
731;Compré este  el mes pasado y no
732;compré este producto en el mes anterior y me hace sentir bien al ver los resultados de mi peso que he perdido
733;Tengo una igual en casa y están oxidadas y las patas de las sillas peor.
734;Muy malo no es el material que pedi
735;No es igual al. De la foto su material es. Bueno gruesito pwro no es igual al de. La foto
736;Ideal para que este en el centro de mi casa me encanto
737;Es un mueble muy cómodo pero no es la calidad que me había dicho el vendedor
738;El mes pasado me compré unos plumones de otra marca y al parecer había una camara escondida y me querian extorsionar.
739;Como ponen una mesa sin saber ninguna medida ancho alto largo
740;Quisiera comprar este producto talla  L .   Me gusta.
741;Me los pongo y siento que estoy conmigo y nadie más es increíble!!!
742;Desde hace muchos años atrás los compro
743;QUIERO COMPRARLO PERO ES MUY DIFICIL EL TRAMITE POR LA WEB SOBRE TTODO EL TIEMPO DE ENNTREGA ES MUY LARGO
744;La zapatilla me vino con falla se fabrica el par izquierdo tiene una elevación en la parte Internerna de la suela esto hace que no pueda pisar bien incomoda y lo peor que Oeschle no responde al chat de msn solo te envían a que dejes tu correo para que te respondan cuando se les da la gana quiero hacer el cambio y me tienen en espera.
745;de verdad que son lo mas comodo del mundo para dormir! te olvidas por completo que estas con la regla!
746;me encanta usar este producto cuando hago deporte con la regla! me da demasiada seguridad. tambien son increibles para dormir cuando no tienes la regla muy fuerte
747;el tiro alto es demasiado comodo y suave! me encanta y me hace sentir tranquila en mis dias mas fuertes de la regla!
748;demasiado comodos y parecidos a ropa interior regular pero con proteccion adicional! me encanta usarlos en mi dia a dia cuando no se si me va a venir la regla porque me hace sentir tranquila! super comodos para viajar tambien!
749;Hace poco me compré estos calzones reutilizables para mi periodo y estoy MUY contenta con mi compra! Son muy cómodos y delgados sin dejar de ser muy absorbentes. En comparación con una toalla normal/maxi se mantienen en su sitio mucho mejor se sienten mucho más secas y absorben hasta más que la toalla higienica. Me alegro de haber encontrado por fin una alternativa cómoda y ecológica a las toallas y los tampones.Sin duda compraré más!!
750;No puedo creer lo excelente que es este calzón el parche es tan delgado que ni se siente! Me ha cambiado la vida ya no uso mas tampones ni mimosas incomodas.
751;Me fascina mi calzón abundante la capa extra que tiene de protección me da toda la seguridad para usarlo durante el dia y noche sin problemas. Además me encanta el tiro alto que te agarra todo especialmente cuando estoy hinchada quiero más!!
752;Amo el calzon nocturno lo uso en mis noches mas fuertes de menstruación y duermo perfectamente sin ninguna preocupacion y sin manchar. Lo conveniente del beige es que en caso de que lo dejes muchas horas te das cuenta de cuando toca cambiarlo.
753;Es súper cómodo lo único que podría mejorar es el material porque es tipo gamuza
754;todas las piezas vinieron dentro de una bolsa en una caja de carton superdelgado que al no entrar bien deformaban la caja y por lo apretadas y sin proteccion se dañaban entre si al sacar el producto y revisarlo las piezas eran de plastico supercorriente y al motor ya se le habian caido dos patas y el colmo fue que solo decia phillips en un sticker que estaba incluso mal pegado ya que se estaba saliendo al reclamar a promart la respuesta fue que ellos no me lo habian vendido lo compre en la pagina lo pague aprovechando la oferta con tarjeta oh pero Promart no se hizo responsable y le tiro la pelota a una empresa SPORTS PLANET LATINOAMERICA SAC que ellos son los que venden productos bambas en su pagina pero ellos no pueden hacer nada plop. Se procedio a devolver el dia de su compra el 25/08/2023 y hasta hoy 15/10/2023 promart no extorna el dinero a mi tarjeta oh ya que viene mi fecha de vencimiento y sigue figurando la cuenta por pagar.
755;Después de un año con el uso cotidiano y poco peso la parte delantera de uno de los cajones se salio y otro esta cerca de salirse lamentablemente en el momento no lo revise si compran el ropero revisen bien el armado
756;AMO mi calzón nocturno! Es lo más suave cómodo que existe... no tengo que lidiar mas con toallitas que se mueven durante la noche puedo dormir sin preocupaciones! Desde que tengo mi nocturno no uso nada mas para dormir <3
757;Que felicidad tener estos calzones. Alta calidad y comodidad. Me han quitado el estrés que antes sentía con mis periodos. Me aseguran completamente gracias al buen diseño y buena calidad de tela. Lavarlos es súper sencillo. Los calzones nivel moderado fueron perfectos para mi.
758;He usado el modelo leve en los dias iniciales y/o finales de la regla. Me resultó muy cómoda y la use varias horas sin problema. Ya la he lavado un par de veces en el lavarropas (secado al aire libre) y la calidad sigue igual. Estoy muy contenta con la compra.
759;Usé las nudah en un viaje en mi segundo día del periodo yo tengo un flujo abundante y quedé sorprendida con lo cómoda que me sentía y como no me manché ni tuve que usar otro método aparte. Las preguntas que me hacían mis amigas eran cómo:¿no te sentías mojada? - no para nada. se sentía súper bien y protegida. ¿no se regó y te manchaste? - tampoco el pad es fuerte!
760;Talla completa (L) Escogí la talla según la referencia de su tabla medidas color blanco y los detalles del polo tal cual imagen.
761;esta aqui mas caro en tay loy cuesta 90 solessuperinflacion
762;Super bueno me deja la piel super linda
763;Todavía no la compró pero sus antecedentes en artefactos está dando la hora
764;Compré este producto y al mes se empezó a descoser las costuras de las mangas las cocí y se vuelve a rasgar muy decepcionada de la calidad de la prenda malas costuras deberían reembolsar el dinero pagado
765;Compré este pantalón hace un mes y es muy cómodo versátil y bonito.
766;Me llego las tablas quiñadas aparte que el de almacén no abrió la caja del mueble para mostrarlo pésimo servicio
767;Exelente televisión recomendado
768;Si siempre los uso compre en color futcia
769;AHORA MISMO LAS PIDO bellas para viajar
770;Deja muy suave el pelo del bebé a los crespos o semi ondulados las lacea un poco
771;Compre estas zapatillas anteayer me encantan comodas y clásicas
772;por favor saquen mas talla M en color negro solo compre para mi hermano y no para mi jaja en realidad muy buen producto
773;Las piezas que vienen en la caja no concuerdan con el manual y la cantidad de piezas es diferente.
774;Compré unos botines y me fascinó que realicen entregas en puntos más cercanos como a uno como en tiendas Mass asimismo la rapidez con la que llegó mi pedido. Sigan así!Saludos
775;Voy a comprarlo porque parece bueno
776;En la imagen decía 160.3 y cuando agregue el producto para comprar decía 229. Zapatillas Reebok de mujer
777;HERMOSO ABRIGO ZAFIN PARA ESTA TEMPORADA QUEDE MUY SATISFECHA
778;En qué tienda lo encuentro disponible en t/32???
779;Hermoso muy comodo y relajante
780;El proveedor ya no tiene el reloj. Pedí que me hicieran el reembolso hasta el momento no sé en qué está mi reclamo.
781;Pedi este producto online y vino con la base despegada fui a 4 tiendas para cambiar por otro par y todo el lote del mismo modelo y talla venian falladas si no era que estaban despegadas estaban a desnivel y otras con pegamento hasta en la tela.
782;Menos mal que está. La oferta a 7430 y ese modelo me encanta espero que una vez pagado no me digan que y hi en stock
783;Me encanta  eleganta comoda  funcional
784;Bueno compré uno a 74 soles me lo vendieron y después me dijeron que no había stock eso Indecopi lo va a saber y me están haciendo comprar el de 104.30 y mi plata que yo pagué me la devuelven en 22 días.que piensan
785;Entro a mi cuenta escojo color y talla y no me puedo comprar la zapatilla si no quieren vender.mejor no pongas
786;Lo usa mi niña desde hace años ella es una niña de 16 años que siempre ha usado pañal nada me lo mantiene mejor que esté polvo
787;Bonito diseño muy cómodas
788;VOY A PROBAR LA DURACION DEL AROMA EN TIENDA. LUEGO CALIFICARE
789;Te ofrecen de procedencia Indonesia y te venden una de china
790;lo quiero ahora es bello asi lo quiero y si lo quiero por eso lo amoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo xd
