ID;Review text
534;A mi hijo le encantó su ropa de baño y sus zapatillas
535;Aunque no es 100% algodón el material es bueno y el diseño es similar a los que encuentro fuera del país.
536;me gusta el producto y por el precio por ello lo compre
537;ME GUSTARON MUCHO A MI HIJO LAS ZAPATILLAS DE FUTBOL. EXCELENTE PRECIO TAMBIEN.
538;Bonitos colores y buen material
539;La foto que promocionan en su pagina sobre el producto no es la misma envian (distintos colores). Llaman indicando que harán el cambio y sigo esperando que llamen o confirmen por correo el recojo.
540;Buen material y bonito tal como la descripción
541;Compré este producto la semana pasada y me llego en par de días excelente.
542;Compre dos blusas son frescas y de buena calidad pero deben comprar una talla menos de las que usa porque si son tallas grandes
543;Es ligero y muy práctico para mi me gusta
544;Ponen en venta un producto y luego me cancelan mi compra
545;Muy buena calidad el producto lo recomiendo
546;Se comunicarían conmigo para el reembolso y aún nada
547;Cómo puedo calificar un producto sin haberlo recibido
548;Producto confiable para hacer deporte
549;La fecha de entrega fue hoy y hasta el momento no llegan si yo programo una fecha es porque ese dia estaré en casa no cuando ustedes lo decidan
550;Compre hace unos días y me encanta el color y como queda en mi cama
551;Me puse solo un dia y se rompieron al rato
552;Totalmente  Insatisfecha con lo recibido.
553;No se parece en nada a la foto es recontra pequeño te llega a la rodilla pésimo producto para los 200 que te cobran? No me parece
554;El producto es bueno pero los cordones un poco apretados ya que son elásticos y no se pueden regular compraría el mismo modelo pero con cordones comunes.Estaban en buen precio y la compra llegó justo a tiempo
555;Compré a buen precio para una fecha especial
556;Cancelaron mi compra 2 veces y demoran el devolver el dinero
557;Compré este producto esta semana y llegó súper rápido
558;Buena bateria y gran pantalla lo compre hace 3 semanas
559;Pedí zapatillas talla 39 y me trajeron talla 38
560;Buen producto super cómodos es un modelo muy original
561;Se ve diferente por las fotos online
562;Van 2 semanas y aún no me entregan
563;Fue un obsequio para mi sobrina y quedó encantada
564;Tallas completas imagen igual al catálogo
565;Es un buen producto calidad- precio. No puedo quejarme.
566;Siempre escojo Skechers me gusta son livianas se adapta a tu necesidad tienes modelos y colores que combinan perfecto....para toda ocasión.
567;Lo vengo utilizando desde hace un par de meses y es muy bueno tanto para tonificar varios músculos del cuerpo como para liberar el estrès. Confiaba en estar haciendo una buena compra y no me ha decepcionado
568;El producto que compre cumple mis expectativas
569;S24 Ultra con IA excelente producto
570;funciona muy bien en la limpieza facial
571;calza perfecto comodo versatil y util
572;Mucha demora en la entrega de compras el cumpleaños del niño fue el 04 de febrero.
573;Debió estar para el 2 de febrero y aun no tengo noticias de mis sandalias
574;compre y estoy conforme el delivery es muy profesional y sus choferes muy amables
575;MAL SERVICIO ME CANCELARON MIS 4 PEDIDOS
576;La prenda se hace bolitas a la primera lavada.
577;Muy bonito esta todo ok si se facilita qué bello
578;Deben de poner de que material son las joyas
579;Pésimo tienen que tener cuidado con los pedidos en no confundir las tallas
580;Esta buena la tela pero su diseño un poco difícil de combinar por su diseño de color no uniforme.
581;el producto cubre mis expectativas calidad y acabados
582;Aunque la muñequita es pequeña a mi hija le gustó muchísimo es una muñeca de colección
583;Cancelan el pedido y siguen vendiendo en la web al mismo precio
584;Primero tengo que verlo para opinar
585;Lo compre hace unos días y esta genial!
586;El producto bien  lindo pero pedí que lo recogiera otra persona y dice que lo recoja yo y agregué el dni y nombre pero igual dice que lo recoja yo y no puedo
587;A mi en lo personal No me gusto el material..y la suela muy dura.
588;Lo compré hace unos días y es de buena calidad.
589;Me cancelaron la compra nunca me llamaron tuve que llamar preguntando el por qué y su respuesta solo fue decir no tengo stock cuando pudieron llamar para escoger otro color o no se.
590;Compre el producto y llego en perfecto estado
591;La talla me calza perfecto y el modelo es muy bonito.
592;ME TRAJERON OTRO PRODUCTO QUE NO COMPRE
593;PÉSIMA EXPERIENCIA HICE UN PEDIDO DOS VECES Y LAS DOS VECES LO CANCELARON.
594;Excelente Producto. Muy bueno para este calor
595;Me venden y facturan un producto sin stock u tengo q esperar 22 días para q me devuelvan mi plata
596;No me gustó ya que no lo uso por su calidad de volumen muy bajo
597;No me gusta mucho ya que demora en cargar todo
598;Me encanta esta compra que ice
599;Hola he pagado por servicio tecnico al comprar la TV y necesitamos que los instalen. me dicen que me orientaran por telefono cuando necesitamos que vayan a la casa y lo puedan instalar. Gracias
600;Visualmente romántico y fresco
601;No me dieron la talla que pedí me dieron una talla mayor
602;El producto vino sin caja y la segunda vez que llamé me indicaron que suelen hacer entregas sin caja para que los clientes puedan ver el producto y no le quite tiempo a los repartidores. Pésima experiencia de entrega de producto. Definitivamente me queda la duda que sea un producto nuevo.
603;Pésimo servicio de envío. Más si uno paga delivery. No hay un teléfono de Atención al Cliente. Ni WhatsApp.  Quieren que reclamo sea por FACEBOOK  yo no uso.  Son demasiados burocráticos para entregar o devolver. Aprendan de FALABELLA.  Terrible
604;Cocino en microondas  NO deben exponerse al cambio de temperatura brusca. Dejé enfriar después de cocinar en el microondas.  Plaza VEA y Oeshle  son LIMITADOS en las especificaciones técnicas.  Mucha  burocracia para recoger de tienda.  Muy mal.
605;Claro hay elípticas mucho más completas pero la E1130 no tiene nada que envidiar a pesar de lo económico del precio.
606;Es tal cual la foto me encanta los detalles que tiene
607;bonito diseño y buen material.
608;La talla no fue la correcta y no encuentro para cambiarlo
609;Compré el día domingo el producto
610;La oferta del limpiador estuvo muy bueno más de 30 soles de descuento.
611;Tal cual en las imágenes espaciosa no hace ruido. Hasta ahora muy buena compra.
612;La app es muy lenta deberían mejorar!!
613;Lo compre hace unos dias y me enviaron incluso un dia antes de lo indicado pero hay un detalle que observe en el equipo estos 2 dias de uso la bateria no dura tanto como deberia ser según caracteristicas dice 5000mAh.
614;Tengo el short negro y beige en talla XL pedí el azul y verde en la misma talla y las prendas están muy sueltas y largas si es la misma talla porque esta gran diferencia encima estoy tratando de solicitar en cambio por la app y el aplicativo no me lo permite ahora tendré que acercarme a la tienda osea esta compra online muy mal no sirve
615;En general cumple todo buena cámara y buen almacenamiento sonido estéreo
616;Compré mi honor el 27-02-2024 estoy descubriendo sus facilidades.
617;BUENA PERFORMANCE GRAN BRILLO DEL CALZADO
618;Funciona muy bien sus 3 velocidades y los modos que tiene funcionan como dice la descripción prácticamente no hace ruido y te puede ventilar casi todo un cuarto grande.
619;Llegó antes de lo notificado y mi hija muy contenta
620;contesta llamadas claramente tiene audifonos
621;Compre los audífonos puse un lugar y otra fecha de recojo y al momento de la compra pasó totalmente mal quiero cambiar el lugar de recojo y fecha y no hay forma de comunicarse con ustedes terrible todo
622;ESTÁ MEJORANDO CADA DIA MAS ESPERO NO ELEVEN LOS PRECIOS CÓMODOS
623;La bici no llega armada y  no tiene manual las llantas no están bien infladas es difícil el armado más para mi que no se ni de llaves pero la bici esta linda y muy buena calidad ya conocía la marca por eso la compre pero no sabi que llegaba desarmada
624;Yo no compre ni un polo palo rosa quiero la devolvieron de mi dinero
625;Los pasos en la compra fueron rápidos.  Rápida entrega.
626;Me encantó tal como en la foto
627;Buena calidad y simple implementación.
628;Compre 2 roperos y me llego 1  como es posible esto señoresAun esta pendiente mi otro ropero
629;Muy lindo gracias 👍 yayayayayayya
630;No sé cómo una marca grande como Oechsle trabaja con una empresa estafadora que entrega trabajos peligrosamente mal hecho y de pésima calidad.
631;soy muy exigente y..... solo compralo esta de ptm.
632;Debido a que no están cocidas las mangas suele hacerse un doblez despues de lavado
633;Están muy lindas y cómodas ..solo que más perlitas vienen sueltas y para que quede mejor ..hay que pegarlas cosa que no se mueven quedan muy lindas
634;Compré el producto y en la primera usada salió volando uno de los botones donde van los tirantes. Fui a realizar el cambio del producto y todo bien ahí. Use el producto nuevo que me entregaron en el cambio y otra vez salió volando un botón está vez el de la cintura . Pésimo que vendan productos de esa calidad
635;Compre el color negro con detalles blanco es precioso  se ve mejor en persona talla completa  buena tela  no trasluce  me encantó
636;Se despego en un par de dias y se descascaron
637;Si la presión de agua no es buena el proceso de lavado se corta y bota toda el agua y genera desperdicio de agua detergente etc.
638;Tiene buenos compartimientos. Los colores son adaptables a las paredes.
639;Compre el producto hace dos semanas y en la primera semana se empezó a descascarar
640;22222222222222222222222222222222222222222222222222222233333333333333333333333333333333111111111111111111111111111116666666666666666666666666555555555555555555555555555555544444444444444444444444444444444444444777777777777777777777777777777777777777777772222222222222222222222225555555555555555588888888
641;Compré esta laptop hace unas semanas y corre muy bien tiene un buen procesador y me llegó con los regalos súper útiles la verdad. Le doy un 10/10
642;Si no fuera por que el color es mas oscuro q la foto le daría 5 estrellas
643;Tardaron 2 meses en entregarme la mesa y las sillas son de pésima calidad.
644;Me alegra saber que son lindas
645;Es lo que queríaqueda lindo la tela no estira pedi una talla más y me quedo perfecto
646;Me encanta queda muy bonita solo q no es muy larga la pedí talla s si me quedo pero si le gusta más larga pedir una talla más
647;COMPRE EL PRUDCTO ESTE MES DE ESTE AÑO
648;Compre esta silla y la verdad es super duradera y ergonómica
649;Lo probare recien la proxima semana.
650;La comparación en precio con falabella Falabella es mejor en precio con tarjeta este mismo televisor sale 1999 y sin tarjeta 2099 sin embargo con ustedes con la tarjeta oh no tienes ningun beneficios voy a trata de anular la tarjeta una vez cancele mis consumos.
651;llegó hundido lleno de astillas el mecanismo del respaldar se siente completamente afuera terrible.
652;Muy bueno recomendado %100 Recomendado
653;por que anularon por el precio ??
654;Llego mas rápido de lo usual 2 días despues de haberlo pedido la fecha indicaba que me llegaria una semana despues (del 07/01/2024 al 15/01/2024) y lo mas impprtante llegó protegido y en buen estado.
655;No es el modelo de la foto (zorritos)  me llego otro modelo (conejitos)  sin embargo  me encanto todo: la muñeca  su ropa y zapatos  el conejito muy adorable . Me encanto todo  lo recomiendo
656;Lo compré hace un par de semanas y me encanta
657;Pasado 1 mes se manchan por cualquier cosa se nota en extremo el dobles del pie y cuando lo lleve a un experto para restauración me dijeron que el material es muy difícil de tratar y que no era posible. Es un buen calzado de inicio pero no está hecho para durar.
658;El polo es muy bonito. Lo usé una vez y se despintó en la zona de las axilas
659;Deberia haber refrigeradoras de mas capacidad en color blanco las grises ya pasaron de moda y ese color es horrible en cambio el blanco es sinonimo de limpieza.
660;Lo compre en tienda (era el único modelo y color en esa tienda) y me encantó.
661;El juego de comedor es tal cual la foto muy fácil de armar la mesa expandible queda hermosa.
662;La estructura de metal la hace muy firme no trae instrucciones de armado de mesa
663;Compré a modelarq esta mesa y 4 sillas me lo enviaron en pésimas condiciones la base con abolladuras por todos lados con manchas verdes sucio color no era el escogido pésimos acabados
664;No tiene un impulsador para que se pueda deslizar los carros
665;Aún no recibo el producto no tengo información de cuando llegará
666;El color es tal cual la imagen y además es muy cómodo
667;El color es exacto como en la foto y es muy cómodo
668;De muy buena calidad y es maciza.
669;El color es un beige no crema como se ve en la foto
670;Es de buena calidad y calidad de lapiz digital
671;Equipo altamente recomendable para mis trabajos de diseño gracias y me llego en perfectas condiciones y en tiempo indicado
672;Lo compre el sábado en la tienda del Jr. De la Unión huele bien pero se desaparece en menos de una hora. Se que es una EDP (agua de perfume) y por lo común debe durar entre 4 a 5 horas esta fragancia no dura ni una hora. Total decepción.
673;No hay cómo escoger la talla de este producto. Después de llamar infructuosamente al teléfono después de escribir inútilmente a su Messenger envié un correo electrónico y lo que me contestaron fue que tengo que borrar el historial porque la página está funcionando perfectamente. No solo he intentado en mi celular he intentado en una computadora y la situación es exactamente la misma. Cómo pueden decir que está perfecta si no brinda opciones de talla y sin eso la página no permite agregar el producto al carro.
674;me encantaaa lo amoo pero aun no lo tengooo
675;un buen producto muy recomendable y llego a la hora pactada
676;pedí en talla M porque es la que uso normalmente pero al probármelo me quedaba grande por unos 4 cm aprox pediré una talla menos
677;SON HORRIBLEMENTE incómodos. Apesar de ser confort son durísimo y calientan el pie rápido. Deberían ser denunciados por publicidad engañosa. Y EL COLMO: ese adorno que tiene que parece un moño choca contra el pie de tal forma que te deja rozaduras. Mi pie es súper delgado y ese moño malhecho apenas y deja entrar a mi pie.
678;Buen tamaño me tocó con diseño de acero de flores
679;Olvidaron poner la opción de tallas Que falla!!!!
680;Mandaron correo anulando el pedido por falta de stock
681;Compre este producto la talla y el color beige estan ok
682;ewdewewewewewewewewewewewewewewewew
683;No es como en la foto. No presenta algún relieve tipo wall panel es solo una puerta con un diseño así.
684;Compre este producto y es muy bueno
685;Cuando arme el árbol las ramas no llegaban hasta abajo no es igual que la foto no deben engañar así al cliente. No recomiendo comprar este producto. Revisen bien la marca cuando dice genérico no es de confiar.
686;ME CARGARON EL IMPORTE DEL PRODUCTO ME LLEGO UNA ENCUESTA PARA CALIFICAR EL PRODUCTO Y EL PRODUCTO NUNCA LLEGO
687;La mochila no cuenta con lo que dice la descripción es muy básico se sienten de pésima calidad y no parece que vaya a durar mucho
688;Publican productos sin inventario y con ofertas solo para jalar los clicks a la página.
689;3 dias y todavia esta en proceso de aprobacion no me confirman
690;Es del tamaño perfecto para una sala super pequeña y el armado fue lo mas facil los acabados son muy buenos la entrega eficiente sin duda una muy buena compra.
691;ESTA MARCA ES BUENA YA COMPRE VARIAS VECES  TANTO POLOS. CAMISAS Y POLARES
692;suave y bonito quedo  excelente  producto
693;Altamente recomendable muy estetico y muy potente para tus trabajos de ingenieria y arquitectura ya que cuenta con tarjeta de video dedicado rtx3050
694;aun la estoy probando luego avisare que me parece
695;Hace un tiempo  compre  el s9 plus a 2000 soles en oeschle puse mi reclamo  xq me habían dado accesorios  genéricos lo cambiaron  luego el celular no admitía carga  rápida  no se que le hicieron y lo arreglaron luego la pantalla se apagaba y prendía  que raro dije cuando lo lleve me dijeron  que se había vencido la garantía y no  cubría nada.  La tienda Perú smart debería decir  que el celular tiene defectos y que t va a durar 01 año sabiendo  eso no lo hubiera comprado.  Me sentí estafado
696;Muy bueno de alta fluidez y buena duracion.
697;Me encanto el producto y excelente funcionalidad
698;Recomendado es super fluido y pantalla amoled
699;Me encanto el producto entrega rápida!
700;Me encanto el producto Buena calidad!
701;Excelente producto! tal cual las imagenes.
702;Compré esta blusa online y al recibirla el producto es diferente al de la foto lo único que comparten es el color
703;rapido y excelente atencion en la tienda
704;Compre una talla 11 y una talla 9. Los vestidos tienen el mismo tamaño y son anchas.
705;Aunque diga Apple en el título y utilice la imagen de un Apple Pencil en la descripción de la marca ponen genérico o es un error de tipeo o están tratando de vender un producto de imitación como original
706;no sabía que Oeschle también vende piratería que verguenza
707;Herisso Alce Llama Perisoso Nutria
708;Los bolsillos se hacen hueco facilmente y no sirve para guardar cosas con respecto a la tela de la casaca si es aceptable
709;Es super bueno al bloquear el sonido externo el color es el plus que buscaba
710;Lo que compré no es lo que recibí ! La cabecera es cuadrada y alta no baja y alargada como en la foto!  Ósea yo quería algo diferente y lindo que decepción 😔
711;En el nombre del producto dice que es un celular de 8 gigas de ram pero en la descripción dice que es de 6 gigas de ram y eso es confuso a la hora de comprar
712;Son colchones súper cómodos se duerme súper bien y placentero
713;Elimina eficazmente la humedad en áreas medianas a grandes.
714;Contribuye al ahorro de energía durante la preparación de alimentos.
715;No requiere instalaciones complicadas y es fácil de operar.
716;Ideal para cocinas pequeñas o como adición práctica.
717;Se adapta bien a la decoración del hogar u oficina
718;Asegura un funcionamiento continuo incluso en ambientes fríos.
719;par las personas que tienen problemas de culumna
720;Ésta marca es súper cómodame encanta!
721;Están lindas quiero otro par más
722;uyyujyu7rj6uyjrutyrftrjrj6r6rj
723;Las tallas 42 x q no hay estok
724;Hace unas semanas compré 4 figuras de Pokémon aleatorios esperando que me toque los que se muestra en la promoción pero no me tocó ninguna  de la figuras promocionada.sería bueno promocionar todas las figuras que pueda tocarte en la compra y evitar estás molestias.
725;Primera vez espero que todo salga bien
726;He usado este producto por varios años y son muy recomendables
727;Compré el producto y se ve muy real en miniatura
728;Es un buen producto precio/calidad. Sobre todo porque cumple sus funciones
729;la compre a un bajo precio para lo que ofrecia esta maquina
730;Se les compra y pago a que envíen a casa y este vendedor no tiene stock ni siquiera te avisas al ver que no llega el producto tuve que llamar y dicen que la venta fue anulada por falta del producto. Entonces Oeschle permite que vendedores externos me estafen y mientan es problema es que para devolución del dinero a mi Tarjeta es como 25 días. Deberían sancionar at a este vendedor sres y Uds. son los responsables
731;recogí estos botines el sábado 11 en la imagen se ven mejor de lo que en realidad son como de mejor calidad sobre todo por el precio que es bastante alto y luego he visto en la web de MARIBU los mismos botines a S/.100.00 no sabía hubiese revisado antes sino los hubiera comprado por ahí Oeschle me está cobrando 150.00 más ademas me quedan un poco grandes.  Estas experiencias desaniman realizar compras online. Deberían tenerlos en exhibición en la tienda o en el mejor de los casos abrir sus propias zapaterías. Los botines me los compró mi hijo.
732;Compré éste producto y Amazon no acepta algunos Streaming como HBO PARAMOUNT.
733;Calidad precio 10/10. el smartwatch es top y me encanta su diseño.
734;Me encanta el diseño la pantalla es amoled y lo mejor de todo que se puede vincular tanto con mi android y iphone. Estoy satisfecho con mi compra
735;El smartwatch funciona muy bien cumple con todo lo que dice en su anuncio. Estoy satisfecho con mi compra
736;Compre este smartwatch hace 2 días y la verdad que me siento muy contento la pantalla es AMOLED y tiene capacidad de 4 GB y el diseño es bonito similar al Apple Watch.
737;Yo tengo el Motorola g 52 desde hace un año y vino presentando problemas desde la primera semana de uso puesto que no tiene un buen funcionamiento con el WhatsApp no carga bien imagenes no actualiza la ubicación en tiempo real tampoco buen sonido en las video llamadas y sus tipos de imagenes son con muy malas resolucion... con el tiempo se malogro el cargador y ahora no carga el celular con ningun tipo de cargador  . Segun mi experiencia NO RECOMIENDO comprar el modelo de Motorola g 52 pues por el valor: inversion-precio es muy bajo se malogra en menos de un año y el precio no vale la pena no justifica
738;lo compre en abril-23 y ya se esta despegando y no estan cómodo
739;son a prueba de agua  y viene en su empaque de metal  me gusta
740;La tela es muy buena el color tal cual tiro alto super elegante para oficina
741;llevo un año y es muy eficiente no ha molestado para nada
742;Empecé a utilizar el producto y sinceramente me gusto muchísimo lo deja super suave e hidratado el cabello
743;Los audífonos buenos pero el reloj que viene de regalo es un juguete no es nada a la de la imagen y no permiten escoger color o por lo menos alguna especificación del regalo
744;Siempre quise usar stilettos pero mis pies son algo anchos así que era algo difícil pero esta es una gran opción! Debido al corte interno mi pie de acomodo super bien. ME ENCANTÓ
745;Este juego de comedor es hermoso especialmente la mesa
746;Compré esta prenda con mucha espectatinxv loa después delmpromemrmlabado.perdionsu.foa ya
747;Compre este producto por Internet aprovechando el descuento y se demoró poco en llegar el único problema fue en escoger la talla pedí una 40 y me quedó algo grande iré a hacer cambio en la tienda pero fuera de eso todo ok. Vino con algunas marcas pero con un palito húmedo quedó completamente limpio.
748;me encanta el color pero me gustaria comprarlo con solo 4 sillas me informan por favr
749;Cómo se enciende la luz rgb :(
750;Compré el producto la semana pasada y todo ok
751;Tengan cuidado y fijanse que siempre su codigo de barras empiece con 880 y no con letraseste producto es falso no se dejen engañarse arruinaran la piel
752;Reparó mi cabello dejándolo suave e hidratado  además de venir en una presentación jumbo 🫶🏼 y ni que decir del precio . Es un excelente producto .
753;Desde que lo he probado he notado como mi cabello ha ido cambiando ya no está más reseco ahora se ve y se siente suave e hidratado .
754;En persona es mucho más bonita aun la recomiendo!! Le da vida a mi cocina.
755;El cyber wow aún no acaba :( yo quiero comprar pero no he tenido tiempo. Queria ir hoy al banco a sacar mi tarjeta oh pero ya subieron el precio :(
756;Producto de mucha  utilidad para la parrilla
757;Esperando respuesta si es en español o en inglés
758;El material es suave y la capucha es removible. La talla es completa.
759;Compre el producto hace una semana y tienen un buen rendimiento sonido imagen ok.
760;Compré el producto hace tiempo y a los 2dias de uso se rompió la suela
761;Compré este  el mes pasado y no
762;compré este producto en el mes anterior y me hace sentir bien al ver los resultados de mi peso que he perdido
763;Tengo una igual en casa y están oxidadas y las patas de las sillas peor.
764;Muy malo no es el material que pedi
765;No es igual al. De la foto su material es. Bueno gruesito pwro no es igual al de. La foto
766;Ideal para que este en el centro de mi casa me encanto
767;Es un mueble muy cómodo pero no es la calidad que me había dicho el vendedor
768;El mes pasado me compré unos plumones de otra marca y al parecer había una camara escondida y me querian extorsionar.
769;Como ponen una mesa sin saber ninguna medida ancho alto largo
770;Quisiera comprar este producto talla  L .   Me gusta.
771;Me los pongo y siento que estoy conmigo y nadie más es increíble!!!
772;Desde hace muchos años atrás los compro
773;QUIERO COMPRARLO PERO ES MUY DIFICIL EL TRAMITE POR LA WEB SOBRE TTODO EL TIEMPO DE ENNTREGA ES MUY LARGO
774;La zapatilla me vino con falla se fabrica el par izquierdo tiene una elevación en la parte Internerna de la suela esto hace que no pueda pisar bien incomoda y lo peor que Oeschle no responde al chat de msn solo te envían a que dejes tu correo para que te respondan cuando se les da la gana quiero hacer el cambio y me tienen en espera.
775;de verdad que son lo mas comodo del mundo para dormir! te olvidas por completo que estas con la regla!
776;me encanta usar este producto cuando hago deporte con la regla! me da demasiada seguridad. tambien son increibles para dormir cuando no tienes la regla muy fuerte
777;el tiro alto es demasiado comodo y suave! me encanta y me hace sentir tranquila en mis dias mas fuertes de la regla!
778;demasiado comodos y parecidos a ropa interior regular pero con proteccion adicional! me encanta usarlos en mi dia a dia cuando no se si me va a venir la regla porque me hace sentir tranquila! super comodos para viajar tambien!
779;Hace poco me compré estos calzones reutilizables para mi periodo y estoy MUY contenta con mi compra! Son muy cómodos y delgados sin dejar de ser muy absorbentes. En comparación con una toalla normal/maxi se mantienen en su sitio mucho mejor se sienten mucho más secas y absorben hasta más que la toalla higienica. Me alegro de haber encontrado por fin una alternativa cómoda y ecológica a las toallas y los tampones.Sin duda compraré más!!
780;No puedo creer lo excelente que es este calzón el parche es tan delgado que ni se siente! Me ha cambiado la vida ya no uso mas tampones ni mimosas incomodas.
781;Me fascina mi calzón abundante la capa extra que tiene de protección me da toda la seguridad para usarlo durante el dia y noche sin problemas. Además me encanta el tiro alto que te agarra todo especialmente cuando estoy hinchada quiero más!!
782;Amo el calzon nocturno lo uso en mis noches mas fuertes de menstruación y duermo perfectamente sin ninguna preocupacion y sin manchar. Lo conveniente del beige es que en caso de que lo dejes muchas horas te das cuenta de cuando toca cambiarlo.
783;Es súper cómodo lo único que podría mejorar es el material porque es tipo gamuza
784;todas las piezas vinieron dentro de una bolsa en una caja de carton superdelgado que al no entrar bien deformaban la caja y por lo apretadas y sin proteccion se dañaban entre si al sacar el producto y revisarlo las piezas eran de plastico supercorriente y al motor ya se le habian caido dos patas y el colmo fue que solo decia phillips en un sticker que estaba incluso mal pegado ya que se estaba saliendo al reclamar a promart la respuesta fue que ellos no me lo habian vendido lo compre en la pagina lo pague aprovechando la oferta con tarjeta oh pero Promart no se hizo responsable y le tiro la pelota a una empresa SPORTS PLANET LATINOAMERICA SAC que ellos son los que venden productos bambas en su pagina pero ellos no pueden hacer nada plop. Se procedio a devolver el dia de su compra el 25/08/2023 y hasta hoy 15/10/2023 promart no extorna el dinero a mi tarjeta oh ya que viene mi fecha de vencimiento y sigue figurando la cuenta por pagar.
785;Después de un año con el uso cotidiano y poco peso la parte delantera de uno de los cajones se salio y otro esta cerca de salirse lamentablemente en el momento no lo revise si compran el ropero revisen bien el armado
786;AMO mi calzón nocturno! Es lo más suave cómodo que existe... no tengo que lidiar mas con toallitas que se mueven durante la noche puedo dormir sin preocupaciones! Desde que tengo mi nocturno no uso nada mas para dormir <3
787;Que felicidad tener estos calzones. Alta calidad y comodidad. Me han quitado el estrés que antes sentía con mis periodos. Me aseguran completamente gracias al buen diseño y buena calidad de tela. Lavarlos es súper sencillo. Los calzones nivel moderado fueron perfectos para mi.
788;He usado el modelo leve en los dias iniciales y/o finales de la regla. Me resultó muy cómoda y la use varias horas sin problema. Ya la he lavado un par de veces en el lavarropas (secado al aire libre) y la calidad sigue igual. Estoy muy contenta con la compra.
789;Usé las nudah en un viaje en mi segundo día del periodo yo tengo un flujo abundante y quedé sorprendida con lo cómoda que me sentía y como no me manché ni tuve que usar otro método aparte. Las preguntas que me hacían mis amigas eran cómo:¿no te sentías mojada? - no para nada. se sentía súper bien y protegida. ¿no se regó y te manchaste? - tampoco el pad es fuerte!
790;Talla completa (L) Escogí la talla según la referencia de su tabla medidas color blanco y los detalles del polo tal cual imagen.
791;esta aqui mas caro en tay loy cuesta 90 solessuperinflacion
792;Super bueno me deja la piel super linda
793;Todavía no la compró pero sus antecedentes en artefactos está dando la hora
794;Compré este producto y al mes se empezó a descoser las costuras de las mangas las cocí y se vuelve a rasgar muy decepcionada de la calidad de la prenda malas costuras deberían reembolsar el dinero pagado
795;Compré este pantalón hace un mes y es muy cómodo versátil y bonito.
796;Me llego las tablas quiñadas aparte que el de almacén no abrió la caja del mueble para mostrarlo pésimo servicio
797;Exelente televisión recomendado
798;Si siempre los uso compre en color futcia
799;AHORA MISMO LAS PIDO bellas para viajar
800;Deja muy suave el pelo del bebé a los crespos o semi ondulados las lacea un poco
801;Compre estas zapatillas anteayer me encantan comodas y clásicas
802;por favor saquen mas talla M en color negro solo compre para mi hermano y no para mi jaja en realidad muy buen producto
803;Las piezas que vienen en la caja no concuerdan con el manual y la cantidad de piezas es diferente.
804;Compré unos botines y me fascinó que realicen entregas en puntos más cercanos como a uno como en tiendas Mass asimismo la rapidez con la que llegó mi pedido. Sigan así!Saludos
805;Voy a comprarlo porque parece bueno
806;En la imagen decía 160.3 y cuando agregue el producto para comprar decía 229. Zapatillas Reebok de mujer
807;HERMOSO ABRIGO ZAFIN PARA ESTA TEMPORADA QUEDE MUY SATISFECHA
808;En qué tienda lo encuentro disponible en t/32???
809;Hermoso muy comodo y relajante
810;El proveedor ya no tiene el reloj. Pedí que me hicieran el reembolso hasta el momento no sé en qué está mi reclamo.
811;Pedi este producto online y vino con la base despegada fui a 4 tiendas para cambiar por otro par y todo el lote del mismo modelo y talla venian falladas si no era que estaban despegadas estaban a desnivel y otras con pegamento hasta en la tela.
812;Menos mal que está. La oferta a 7430 y ese modelo me encanta espero que una vez pagado no me digan que y hi en stock
813;Me encanta  eleganta comoda  funcional
814;Bueno compré uno a 74 soles me lo vendieron y después me dijeron que no había stock eso Indecopi lo va a saber y me están haciendo comprar el de 104.30 y mi plata que yo pagué me la devuelven en 22 días.que piensan
815;Entro a mi cuenta escojo color y talla y no me puedo comprar la zapatilla si no quieren vender.mejor no pongas
816;Lo usa mi niña desde hace años ella es una niña de 16 años que siempre ha usado pañal nada me lo mantiene mejor que esté polvo
817;Bonito diseño muy cómodas
818;VOY A PROBAR LA DURACION DEL AROMA EN TIENDA. LUEGO CALIFICARE
819;Te ofrecen de procedencia Indonesia y te venden una de china
820;lo quiero ahora es bello asi lo quiero y si lo quiero por eso lo amoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo xd
821;Compré este producto hace unos meses y fue una gran decepción.  Confié en la marca ya que toda la vida usaba cocina Bosch pero lamentablemente estas cocinas nuevas son muy bonitas pero de mucho menor calidad que las anteriores. Antes venían todo de acero ahora los costados son de latón. Antes venían con aislamiento térmico por los costados ahora sólo la parte de arriba tiene aislamiento térmico y eso hace que el horno se demore mucho en calentar y llegue con las justas a 200 grados que para hornear carnes o pavo es muy poco. Encima su sistema de encendido eléctrico de seguridad funciona mal aveces se enciende rápido pero otras veces se para apagando.  Las hornillas no tienen mucha posibilidad de graduar calientan demasiado se quitó la jornilla pequeña de fuego lento.  Me arrepentí de deshacerme de mi cocina antigua igual era Bosch Pro pero la serie 3.
822;Huele delicioso natural exquisito
823;Muy buena el producto en todo ambiente
824;los compartimientos son muy útiles
825;Buena tela y por dentro es muy bonito a mi hija le encanto.
826;Compré ahora para poder usarlos y me encantan son maravillosas
827;No tienen soporte para anclar a pared
828;el producto lleva tiempo así en la web no se puede confirmar el pedido ni por delivery a domicilio ni tampoco se puede recoger en ninguna tienda de lima. espero puedan solucionar eso
829;Me encanta saquen stock otra vez!
